epoch,train_acc,test_acc,avg_loss
1,0.5,0.2692307692307692,0.799139936765035
2,0.5,0.2692307692307692,0.6777966578801473
3,0.5083333333333333,0.2692307692307692,0.6772077401479085
4,0.5833333333333334,0.34615384615384615,0.6899571816126505
5,0.7166666666666667,0.5512820512820513,0.6639202078183492
6,0.7583333333333333,0.6538461538461539,0.6474839766820272
7,0.7583333333333333,0.6602564102564102,0.6404358625411988
8,0.7916666666666666,0.6987179487179487,0.6195552269617717
9,0.8,0.717948717948718,0.608728822072347
10,0.8166666666666667,0.7371794871794872,0.5878305355707805
11,0.8083333333333333,0.7435897435897436,0.5710789958635966
12,0.825,0.75,0.5548693537712097
13,0.825,0.7564102564102564,0.5413910130659739
14,0.8333333333333334,0.7564102564102564,0.521694564819336
15,0.8333333333333334,0.7564102564102564,0.5073842326800029
16,0.8333333333333334,0.7628205128205128,0.4928812642892202
17,0.8416666666666667,0.7692307692307693,0.47740785280863446
18,0.85,0.7628205128205128,0.46551785071690877
19,0.8583333333333333,0.7756410256410257,0.4467884341875712
20,0.8583333333333333,0.7692307692307693,0.44058016935984295
21,0.8583333333333333,0.7884615384615384,0.420372861623764
22,0.8666666666666667,0.7948717948717948,0.411935356259346
23,0.8833333333333333,0.7948717948717948,0.39460514386494955
24,0.8833333333333333,0.7948717948717948,0.3838969131310781
25,0.8833333333333333,0.7948717948717948,0.3686310907204946
26,0.9,0.7948717948717948,0.3529798130194346
27,0.9,0.7948717948717948,0.3408205618460973
28,0.9083333333333333,0.8076923076923077,0.3238668471574783
29,0.9166666666666666,0.8012820512820513,0.3123719523350398
30,0.9333333333333333,0.8076923076923077,0.29741790095965065
31,0.9333333333333333,0.7948717948717948,0.28233297367890675
32,0.9333333333333333,0.8012820512820513,0.2719333867232005
33,0.9333333333333333,0.8012820512820513,0.2537543018658956
34,0.9416666666666667,0.7884615384615384,0.24040954311688742
35,0.9416666666666667,0.7884615384615384,0.22402389546235402
36,0.95,0.782051282051282,0.2126019502679507
37,0.9583333333333334,0.7692307692307693,0.1958853930234909
38,0.9583333333333334,0.7564102564102564,0.1818349560101827
39,0.9583333333333334,0.75,0.1713043789068858
40,0.9666666666666667,0.7435897435897436,0.15531503210465114
41,0.975,0.7564102564102564,0.14096771826346716
42,0.975,0.7371794871794872,0.13439445048570633
43,0.975,0.7435897435897436,0.12160170723994573
44,0.975,0.7371794871794872,0.10604507625102996
45,0.9833333333333333,0.7307692307692307,0.0991559994717439
46,0.9833333333333333,0.7435897435897436,0.09223799308141073
47,0.9833333333333333,0.7435897435897436,0.07860541194677353
48,0.9833333333333333,0.7371794871794872,0.07254450420538584
49,1.0,0.7371794871794872,0.06710669919848442
50,1.0,0.7371794871794872,0.05951526003579299
51,1.0,0.7371794871794872,0.054127207646767296
52,1.0,0.7435897435897436,0.049753447125355406
53,1.0,0.7435897435897436,0.04364480363825957
54,1.0,0.7435897435897436,0.04109969362616539
55,1.0,0.7435897435897436,0.03732282196482022
56,1.0,0.7435897435897436,0.03382954200108846
57,1.0,0.7435897435897436,0.031882583349943164
58,1.0,0.7435897435897436,0.02865341988702615
59,1.0,0.7371794871794872,0.02750257005294164
60,1.0,0.7435897435897436,0.025076835602521896
61,1.0,0.7371794871794872,0.023618149322768053
62,1.0,0.7371794871794872,0.02198099537442128
63,1.0,0.7307692307692307,0.020915369627376397
64,1.0,0.7307692307692307,0.01939000338315964
65,1.0,0.7307692307692307,0.018543264269828795
66,1.0,0.7307692307692307,0.017370011533300082
67,1.0,0.7371794871794872,0.016438024304807185
68,1.0,0.7307692307692307,0.01583179347217083
69,1.0,0.7307692307692307,0.014766083533565203
70,1.0,0.7307692307692307,0.014367971196770668
71,1.0,0.7307692307692307,0.013524377656479677
72,1.0,0.7307692307692307,0.012966871758302053
73,1.0,0.7307692307692307,0.012469684953490894
74,1.0,0.7307692307692307,0.01192828690012296
75,1.0,0.7307692307692307,0.011390141273538271
76,1.0,0.7307692307692307,0.011020555440336467
77,1.0,0.7307692307692307,0.010568991179267566
78,1.0,0.7307692307692307,0.010205712355673312
79,1.0,0.7307692307692307,0.009786951293547948
80,1.0,0.7307692307692307,0.009490055032074451
81,1.0,0.7307692307692307,0.0091556616127491
82,1.0,0.7307692307692307,0.008838673184315363
83,1.0,0.7307692307692307,0.008574165714283785
84,1.0,0.7307692307692307,0.008281260263174772
85,1.0,0.7307692307692307,0.00802041149387757
86,1.0,0.7307692307692307,0.007804946570346753
87,1.0,0.7307692307692307,0.007505529373884201
88,1.0,0.7307692307692307,0.0073786571621894835
89,1.0,0.7307692307692307,0.007103360195954641
90,1.0,0.7307692307692307,0.00693101001282533
91,1.0,0.7243589743589743,0.006756349963446458
92,1.0,0.7307692307692307,0.006549030914902687
93,1.0,0.7243589743589743,0.006397874467074871
94,1.0,0.7243589743589743,0.006222864364584287
95,1.0,0.7243589743589743,0.006067644401142994
96,1.0,0.7243589743589743,0.005924067491044601
97,1.0,0.7243589743589743,0.005785178982963165
98,1.0,0.7243589743589743,0.005619148553038637
99,1.0,0.7243589743589743,0.00554864138054351
100,1.0,0.7243589743589743,0.005353609503557285
